"화면ID","화면명","어떤 자리","종류","권장 크기","지금 들어간 사진"
"SE0202","고수 목록 - 결과 없음 > 조건 완화 제안","고수 프로필","인물","400×400","매칭_청소_라쿤.webp"
"SE0202","고수 목록 - 결과 없음 > 조건 완화 제안","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE0203","고수 목록 - 결과 없음 > 요청서 유도 배너","프로필","인물","400×400","인물 - 8.webp"
"SE0301","고수 상세","프로필","인물","400×400","인물 - 9.webp"
"SE0301","고수 상세","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE0301","고수 상세","시술","시술","1200×900","매칭_네일_토끼.webp"
"SE0301","고수 상세","시술","시술","1200×900","매칭_미용_알파카.webp"
"SE0301","고수 상세","시술","시술","1200×900","매칭_강의_부엉이.webp"
"SE0301","고수 상세","프로필","인물","400×400","인물 - 12.webp"
"SE0301","고수 상세","프로필","인물","400×400","인물 - 13.webp"
"SE0301","고수 상세","프로필","인물","400×400","인물 - 14.webp"
"SE0302","고수 상세 > 후기 탭","프로필","인물","400×400","인물 - 15.webp"
"SE0302","고수 상세 > 후기 탭","프로필","인물","400×400","인물 - 16.webp"
"SE0302","고수 상세 > 후기 탭","프로필","인물","400×400","인물 - 17.webp"
"SE0302","고수 상세 > 후기 탭","프로필","인물","400×400","인물 - 18.webp"
"SE0303","고수 상세 > 가격표 탭","프로필","인물","400×400","인물 - 19.webp"
"SE0304","고수 상세 > 휴무·응답 불가","프로필","인물","400×400","인물 - 20.webp"
"SE0304","고수 상세 > 휴무·응답 불가","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE0304","고수 상세 > 휴무·응답 불가","고수 프로필","인물","400×400","매칭_청소_라쿤.webp"
"SE0304","고수 상세 > 휴무·응답 불가","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE0304","고수 상세 > 휴무·응답 불가","고수 프로필","인물","400×400","매칭_인테리어_비버.webp"
"SE0305","고수 상세 > 신고하기","프로필","인물","400×400","인물 - 1.webp"
"SE0401","고수 포트폴리오","프로필","인물","400×400","인물 - 2.webp"
"SE0401","고수 포트폴리오","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","매칭_여행가이드_미어캣.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","매칭_펫케어_골든.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","매칭_요리_카피바라.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","매칭_운동_호랑이.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","매칭_꽃집_사슴.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","매칭_네일_토끼.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","매칭_미용_알파카.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","매칭_강의_부엉이.webp"
"SE0401","고수 포트폴리오","시술","시술","1200×900","인물 - 1.webp"
"SE0401","고수 포트폴리오","작업 사진","시술","1200×900","인물 - 4.webp"
"SE0402","고수 포트폴리오 > 사진 크게 보기","프로필","인물","400×400","인물 - 4.webp"
"SE0402","고수 포트폴리오 > 사진 크게 보기","작업 사진 (원룸 이사","시술","1200×900","매칭_여행가이드_미어캣.webp"
"SE0403","고수 포트폴리오 > 포트폴리오 없음","프로필","인물","400×400","인물 - 5.webp"
"SE0501","찜한 고수","프로필","인물","400×400","인물 - 6.webp"
"SE0501","찜한 고수","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE0501","찜한 고수","고수 프로필","인물","400×400","매칭_청소_라쿤.webp"
"SE0501","찜한 고수","고수 프로필","인물","400×400","매칭_인테리어_비버.webp"
"SE0501","찜한 고수","고수 프로필","인물","400×400","매칭_촬영_페넥.webp"
"SE0501","찜한 고수","고수 프로필","인물","400×400","매칭_과외_코끼리.webp"
"SE0501","찜한 고수","고수 프로필","인물","400×400","매칭_촬영_페넥.webp"
"SE0501","찜한 고수","고수 프로필","인물","400×400","매칭_가전수리_수달.webp"
"SE0501","찜한 고수","고수 프로필","인물","400×400","매칭_청소_라쿤.webp"
"SE0502","찜한 고수 > 찜 비어 있음","프로필","인물","400×400","인물 - 7.webp"
"SE0502","찜한 고수 > 찜 비어 있음","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE0502","찜한 고수 > 찜 비어 있음","고수 프로필","인물","400×400","매칭_청소_라쿤.webp"
"SE0502","찜한 고수 > 찜 비어 있음","고수 프로필","인물","400×400","매칭_이사_곰사슴.webp"
"SE0502","찜한 고수 > 찜 비어 있음","고수 프로필","인물","400×400","매칭_인테리어_비버.webp"
"SE0503","찜한 고수 > 여러 명 한 번에 요청","프로필","인물","400×400","인물 - 8.webp"
"SE0503","찜한 고수 > 여러 명 한 번에 요청","프로필","인물","400×400","인물 - 9.webp"
"SE0503","찜한 고수 > 여러 명 한 번에 요청","프로필","인물","400×400","인물 - 12.webp"
"SE0503","찜한 고수 > 여러 명 한 번에 요청","프로필","인물","400×400","인물 - 13.webp"
"SE0503","찜한 고수 > 여러 명 한 번에 요청","프로필","인물","400×400","인물 - 14.webp"
